Task,Model,Name,Well,Split,TrainingSamples,Accuracy,BalancedAccuracy,MacroF1,R2,MSE,RMSE,MAE
Facies,18,Cubic KNN,Well_5,application,1080,0.9583333333333334,0.9524456728212142,0.95182088381962,,,,
Facies,19,Weighted KNN,Well_4,application,1080,0.9277777777777778,0.9130813953488373,0.9103596228028619,,,,
Facies,19,Weighted KNN,Well_5,application,1080,0.9555555555555556,0.9482790061545475,0.9483720134572617,,,,
Facies,20,Boosted Tree EC,Well_4,application,1080,0.9,0.8916112956810631,0.8802964490464491,,,,
Facies,20,Boosted Tree EC,Well_5,application,1080,0.9138888888888889,0.901332535521617,0.9004291170264052,,,,
Facies,21,Bagged Tree EC,Well_4,application,1080,0.8888888888888888,0.884468438538206,0.870598739103511,,,,
Facies,21,Bagged Tree EC,Well_5,application,1080,0.9222222222222223,0.9159666818630804,0.9126850425331033,,,,
Facies,22,Subspace Discriminant EC,Well_4,application,1080,0.9333333333333333,0.9188953488372094,0.9172184049553889,,,,
Facies,22,Subspace Discriminant EC,Well_5,application,1080,0.9611111111111111,0.9566123394878808,0.9553744554405581,,,,
Facies,23,Subspace KNN EC,Well_4,application,1080,0.9222222222222223,0.9027334100008518,0.9036241635004718,,,,
Facies,23,Subspace KNN EC,Well_5,application,1080,0.9527777777777777,0.9401479750778816,0.9438277263643947,,,,
Facies,24,RUS Boosted Tree EC,Well_4,application,1080,0.9,0.8949750830564784,0.8833050558645454,,,,
Facies,24,RUS Boosted Tree EC,Well_5,application,1080,0.9111111111111111,0.9011302332649495,0.899008124961772,,,,
Facies,25,Squared exponential GP,Well_4,application,240,0.9111111111111111,0.8770897222932106,0.8866738155487172,,,,
Facies,25,Squared exponential GP,Well_5,application,240,0.9416666666666667,0.9198208722741433,0.9280138726950162,,,,
Porosity,1,Fine DT,Well_4,application,1080,,,,0.9713435867609166,0.00013089635883323206,0.011440994661008808,0.008765630937673722
Porosity,1,Fine DT,Well_5,application,1080,,,,0.9797116885189795,0.00010116727899648586,0.010058194619139453,0.007726952957465246
Porosity,2,Medium DT,Well_4,application,1080,,,,0.9658920084921896,0.00015579800089559264,0.01248190694147303,0.009186879425858064
Porosity,2,Medium DT,Well_5,application,1080,,,,0.9753107563256588,0.00012311244360334845,0.011095604697507408,0.008767231222954672
Porosity,3,Coarse DT,Well_4,application,1080,,,,0.9127875461571942,0.00039836781238780595,0.01995915359898325,0.015361780696386839
Porosity,3,Coarse DT,Well_5,application,1080,,,,0.9146562300347689,0.00042556508434728315,0.02062922888397148,0.016973290568763223
Porosity,8,Linear SVM,Well_4,application,1080,,,,0.9851448459310587,6.7855162518353e-05,0.008237424507596595,0.006568970793763706
Porosity,8,Linear SVM,Well_5,application,1080,,,,0.9881727743384713,5.8976235620870436e-05,0.007679598662747321,0.005972403632261717
Porosity,9,Quadratic SVM,Well_4,application,1080,,,,0.9850190165713459,6.842992408684757e-05,0.008272238154625843,0.006613646613085584
Porosity,9,Quadratic SVM,Well_5,application,1080,,,,0.9881759710300361,5.896029537923411e-05,0.007678560762228434,0.005953499400584784
Porosity,10,Cubic SVM,Well_4,application,1080,,,,0.9852622072181535,6.731908129211846e-05,0.008204820613037098,0.0065729202821611515
Porosity,10,Cubic SVM,Well_5,application,1080,,,,0.9885527594958481,5.708144686692076e-05,0.007555226460333321,0.00592015897453802
Porosity,11,Fine Gaussian SVM,Well_4,application,1080,,,,0.9779197431585975,0.00010085788470904216,0.010042802632186005,0.007701810491866032
Porosity,11,Fine Gaussian SVM,Well_5,application,1080,,,,0.9683895576482825,0.00015762486905774204,0.01255487431469316,0.007935287443845774
Porosity,12,Medium Gaussian SVM,Well_4,application,1080,,,,0.985659187114407,6.550576214027457e-05,0.008093563006505515,0.006536151133741637
Porosity,12,Medium Gaussian SVM,Well_5,application,1080,,,,0.9886054156689582,5.6818877862058136e-05,0.007537829784630198,0.00591337849710446
Porosity,13,Coarse Gaussian SVM,Well_4,application,1080,,,,0.9849198699445354,6.888280464561866e-05,0.008299566533597924,0.006621079416762169
Porosity,13,Coarse Gaussian SVM,Well_5,application,1080,,,,0.9881521490933709,5.9079083012945674e-05,0.007686291889653012,0.0059575226928356905
Porosity,14,Fine KNN,Well_4,application,1080,,,,0.9712291644435538,0.00013141901547511882,0.011463813304268298,0.009189392370891539
Porosity,14,Fine KNN,Well_5,application,1080,,,,0.9769546056645165,0.00011491542016707158,0.010719861014354225,0.008708735788384468
Porosity,15,Medium KNN,Well_4,application,1080,,,,0.9846857473855765,6.995222635700861e-05,0.008363744756806523,0.006638565940286542
Porosity,15,Medium KNN,Well_5,application,1080,,,,0.9881316332208491,5.9181385020740436e-05,0.007692943846197009,0.006147641972818322
Porosity,16,Coarse KNN,Well_4,application,1080,,,,0.9786220503007577,9.764989608449378e-05,0.009881796197275765,0.007978370972167246
Porosity,16,Coarse KNN,Well_5,application,1080,,,,0.9796765706913969,0.00010134239337523163,0.01006689591558548,0.0077894737620936945
Porosity,17,Cosine KNN,Well_4,application,1080,,,,0.8527217001289601,0.000672735733792923,0.025937149685208723,0.018824966043400983
Porosity,17,Cosine KNN,Well_5,application,1080,,,,0.891062435257645,0.0005432150928773704,0.02330697519793957,0.016483646393121852
Porosity,18,Cubic KNN,Well_4,application,1080,,,,0.9847159808136844,6.98141265319765e-05,0.008355484817290766,0.006669247807731804
Porosity,18,Cubic KNN,Well_5,application,1080,,,,0.987662962797967,6.151840116294022e-05,0.00784336669823235,0.006230995667008152
Porosity,19,Weighted KNN,Well_4,application,1080,,,,0.9849187189479288,6.88880621516288e-05,0.008299883261325355,0.006578185072496681
Porosity,19,Weighted KNN,Well_5,application,1080,,,,0.9880880411902918,5.9398755851306616e-05,0.007707058832739414,0.0061349885007447305
Porosity,20,Boosted Tree EC,Well_4,application,1080,,,,0.9832285873340852,7.660822141773446e-05,0.008752612262503947,0.006751576112444293
Porosity,20,Boosted Tree EC,Well_5,application,1080,,,,0.9877620624446141,6.102424266137218e-05,0.007811801499101995,0.006201396810826876
Porosity,21,Bagged Tree EC,Well_4,application,1080,,,,0.9817407739486982,8.34042343432072e-05,0.009132591874337055,0.0068882209953125195
Porosity,21,Bagged Tree EC,Well_5,application,1080,,,,0.9866385970178936,6.662638162568511e-05,0.008162498491619163,0.0062650348211672445
Porosity,23,Subspace KNN EC,Well_4,application,1080,,,,0.9857100926340328,6.527323662816957e-05,0.008079185393848167,0.0065536795834162795
Porosity,23,Subspace KNN EC,Well_5,application,1080,,,,0.9880689068107833,5.949416907048815e-05,0.007713246337988185,0.006124825526273038
Porosity,25,Squared exponential GP,Well_4,application,240,,,,0.9855931243280732,6.580752280073608e-05,0.00811218360250408,0.006548505411866724
Porosity,25,Squared exponential GP,Well_5,application,240,,,,0.9878822870372547,6.042474501873761e-05,0.007773335514355315,0.006184356721540876
Porosity,26,LR,Well_4,application,1080,,,,0.9851437121650158,6.786034131883801e-05,0.008237738847453106,0.006574194905987412
Porosity,26,LR,Well_5,application,1080,,,,0.9881408492576242,5.913542942879545e-05,0.00768995639966804,0.005984473997302661
Porosity,27,Robust linear,Well_4,application,1080,,,,0.9850056582361911,6.849094210111373e-05,0.008275925452848987,0.006604551674218636
Porosity,27,Robust linear,Well_5,application,1080,,,,0.9880580316878814,5.9548397663821915e-05,0.007716760827174957,0.006000182933467798
Porosity,28,Interaction linear,Well_4,application,1080,,,,0.9850664808319264,6.821311750910637e-05,0.008259123289375597,0.006612606085355262
Porosity,28,Interaction linear,Well_5,application,1080,,,,0.9881712131867898,5.89840202740121e-05,0.007680105485864898,0.005942701326887103
Porosity,29,Matern GP,Well_4,application,240,,,,0.9852562787722533,6.734616116339905e-05,0.008206470688633394,0.006676859399704144
Porosity,29,Matern GP,Well_5,application,240,,,,0.9859847333664804,6.988686027665871e-05,0.008359836139342608,0.0065300353371544
Porosity,30,Rational quadratic GP,Well_4,application,240,,,,0.985568084099519,6.59219012023434e-05,0.008119230333125388,0.006547775002992395
Porosity,30,Rational quadratic GP,Well_5,application,240,,,,0.987552175986095,6.207083749142729e-05,0.00787850477510976,0.0062351844172661075
Porosity,31,Exponential GP,Well_4,application,240,,,,0.985176797598528,6.770921414388318e-05,0.008228560879271854,0.006717392495453509
Porosity,31,Exponential GP,Well_5,application,240,,,,0.9840543311822941,7.951277402141269e-05,0.008916993552841266,0.006686794999388831
Permeability,1,Fine DT,Well_4,application,1080,,,,0.6871102385748973,234.51032272144246,15.313729876207248,5.599932399584384
Permeability,1,Fine DT,Well_5,application,1080,,,,0.8205740853741806,167.9909840390406,12.961133593904531,5.634421822703954
Permeability,2,Medium DT,Well_4,application,1080,,,,0.7632014905060012,177.48006399591637,13.322164388563758,4.833798322742758
Permeability,2,Medium DT,Well_5,application,1080,,,,0.8220473535155006,166.61160823744672,12.907811907424383,5.845775965248867
Permeability,3,Coarse DT,Well_4,application,1080,,,,0.6994727234748892,225.2446621567389,15.008153189408047,5.27786622017824
Permeability,3,Coarse DT,Well_5,application,1080,,,,0.7519887596053711,232.20532225528004,15.238284754370488,7.387985987719013
Permeability,8,Linear SVM,Well_4,application,1080,,,,0.755704768700246,183.09884372847515,13.531402134608044,4.928987422845929
Permeability,8,Linear SVM,Well_5,application,1080,,,,0.8116592924013335,176.33763144020372,13.279218028189902,5.715641025473234
Permeability,9,Quadratic SVM,Well_4,application,1080,,,,0.7602788024057543,179.670613557146,13.404126736089374,4.87603926784214
Permeability,9,Quadratic SVM,Well_5,application,1080,,,,0.8058256115621388,181.7995279939415,13.483305529206906,5.765441469913882
Permeability,10,Cubic SVM,Well_4,application,1080,,,,0.7644635728762872,176.53413549186823,13.286614899660043,4.687915630111835
Permeability,10,Cubic SVM,Well_5,application,1080,,,,0.8548808408199438,135.87062049769105,11.656355369397891,5.264421779200284
Permeability,11,Fine Gaussian SVM,Well_4,application,1080,,,,0.6910806891267588,231.53447705610117,15.216256998884488,5.553211062708034
Permeability,11,Fine Gaussian SVM,Well_5,application,1080,,,,0.7088876293385676,272.55958937335487,16.509378830633054,6.94460718469564
Permeability,12,Medium Gaussian SVM,Well_4,application,1080,,,,0.7722400025689556,170.70571519283962,13.065439724434828,4.482471531905109
Permeability,12,Medium Gaussian SVM,Well_5,application,1080,,,,0.856944830633496,133.93817010139077,11.573165949790523,4.9789223570427374
Permeability,13,Coarse Gaussian SVM,Well_4,application,1080,,,,0.7425927443102839,192.92628281506057,13.889790596515866,4.909841330353759
Permeability,13,Coarse Gaussian SVM,Well_5,application,1080,,,,0.8120346935940191,175.98615481041918,13.265977340943229,5.618209420021344
Permeability,14,Fine KNN,Well_4,application,1080,,,,0.6730922063942487,245.01681304452188,15.653012906291297,5.7810532358904725
Permeability,14,Fine KNN,Well_5,application,1080,,,,0.7506652592901658,233.44447503201798,15.27888984946282,6.935562518405954
Permeability,15,Medium KNN,Well_4,application,1080,,,,0.7489878507169557,188.13316187548142,13.716164255194723,4.734113989764046
Permeability,15,Medium KNN,Well_5,application,1080,,,,0.8339572584051684,155.46072935576936,12.468389204535178,5.634879754104991
Permeability,16,Coarse KNN,Well_4,application,1080,,,,0.6312235719784127,276.39728047830243,16.625200163556,5.527346946766248
Permeability,16,Coarse KNN,Well_5,application,1080,,,,0.7091681983401472,272.29690121727384,16.501421187803,7.0402779538540665
Permeability,17,Cosine KNN,Well_4,application,1080,,,,0.5112911141873271,366.28644544574007,19.1386113771543,7.592643185735873
Permeability,17,Cosine KNN,Well_5,application,1080,,,,0.5485880675402212,422.6431555276062,20.558286784837062,9.600917315930788
Permeability,18,Cubic KNN,Well_4,application,1080,,,,0.7510195901198569,186.61037678692472,13.660540867290896,4.693812639075549
Permeability,18,Cubic KNN,Well_5,application,1080,,,,0.823325961930713,165.41448637063016,12.861356319246822,5.759671873926265
Permeability,19,Weighted KNN,Well_4,application,1080,,,,0.7475855496389214,189.1841840529558,13.75442416289958,4.830120297968815
Permeability,19,Weighted KNN,Well_5,application,1080,,,,0.8557002677516268,135.10341617891365,11.623399510423516,5.378423550074439
Permeability,20,Boosted Tree EC,Well_4,application,1080,,,,0.7404850812344792,194.5059725621581,13.94653980606509,4.983992642188672
Permeability,20,Boosted Tree EC,Well_5,application,1080,,,,0.8023580104523983,185.0461366228845,13.603166418995412,5.874688831254706
Permeability,21,Bagged Tree EC,Well_4,application,1080,,,,0.7843462143582691,161.63213087127139,12.713462583862485,4.574304814304273
Permeability,21,Bagged Tree EC,Well_5,application,1080,,,,0.8673364610008851,124.20880511624794,11.144900408538783,5.205374153294953
Permeability,23,Subspace KNN EC,Well_4,application,1080,,,,0.7361247899831004,197.7740031422034,14.063214538013826,4.806623142012543
Permeability,23,Subspace KNN EC,Well_5,application,1080,,,,0.8285924841672176,160.48360303184967,12.668212306077352,5.502969149194913
Permeability,25,Squared exponential GP,Well_4,application,240,,,,0.7815940226751804,163.69489366942992,12.794330528379744,4.350052965116404
Permeability,25,Squared exponential GP,Well_5,application,240,,,,0.8665125149117952,124.98024058358276,11.179456184608568,4.976982904209747
Permeability,26,LR,Well_4,application,1080,,,,0.7489046234341153,188.19554057675063,13.718437978747822,4.976727354775852
Permeability,26,LR,Well_5,application,1080,,,,0.8111795266202503,176.7868214350855,13.296120540785026,5.7225155845938405
Permeability,27,Robust linear,Well_4,application,1080,,,,0.7545670778285696,183.95154102434992,13.562873627087658,4.923168306410384
Permeability,27,Robust linear,Well_5,application,1080,,,,0.8115540108893655,176.43620329273406,13.282929017830897,5.707868064119311
Permeability,28,Interaction linear,Well_4,application,1080,,,,0.7567547459816367,182.31188761336412,13.502291939273277,4.928181429674469
Permeability,28,Interaction linear,Well_5,application,1080,,,,0.8075435018606016,180.19111996485762,13.423528595896745,5.760221006113527
Permeability,29,Matern GP,Well_4,application,240,,,,0.7877760090170066,159.06150584146727,12.611958842363357,4.525678395892293
Permeability,29,Matern GP,Well_5,application,240,,,,0.8606630764104279,130.45689055340335,11.421772653726013,5.226099551767973
Permeability,30,Rational quadratic GP,Well_4,application,240,,,,0.7880180433810683,158.8801015137345,12.604765032071581,4.391323317456859
Permeability,30,Rational quadratic GP,Well_5,application,240,,,,0.8675429475563863,124.0154780836295,11.136223690445046,5.001038114392734
Permeability,31,Exponential GP,Well_4,application,240,,,,0.754210519880158,184.2187805759736,13.572721929516334,4.740546514764338
Permeability,31,Exponential GP,Well_5,application,240,,,,0.814561853462254,173.62005248916813,13.176496214440625,5.660978186725899
